Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
FI,FI.FMI.AQ,NET-FI006A,STA-FI00301,FI00301,SPO-FI00301_00005_100,SPP-FI_A_1440_22_5,SPO_F-FI00301_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,4.5481092000,µg/m3,2022-01-03 10:00:00 +01:00,2022-01-03 11:00:00 +01:00,1,3
FI,FI.FMI.AQ,NET-FI006A,STA-FI00301,FI00301,SPO-FI00301_00005_100,SPP-FI_A_1440_22_5,SPO_F-FI00301_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,4.4770333000,µg/m3,2022-01-03 11:00:00 +01:00,2022-01-03 12:00:00 +01:00,1,3
FI,FI.FMI.AQ,NET-FI006A,STA-FI00301,FI00301,SPO-FI00301_00005_100,SPP-FI_A_1440_22_5,SPO_F-FI00301_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,4.8806156000,µg/m3,2022-01-03 12:00:00 +01:00,2022-01-03 13:00:00 +01:00,1,3
FI,FI.FMI.AQ,NET-FI006A,STA-FI00301,FI00301,SPO-FI00301_00005_100,SPP-FI_A_1440_22_5,SPO_F-FI00301_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,5.0127748000,µg/m3,2022-01-03 13:00:00 +01:00,2022-01-03 14:00:00 +01:00,1,3
FI,FI.FMI.AQ,NET-FI006A,STA-FI00301,FI00301,SPO-FI00301_00005_100,SPP-FI_A_1440_22_5,SPO_F-FI00301_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,5.6012791000,µg/m3,2022-01-03 14:00:00 +01:00,2022-01-03 15:00:00 +01:00,1,3
FI,FI.FMI.AQ,NET-FI006A,STA-FI00301,FI00301,SPO-FI00301_00005_100,SPP-FI_A_1440_22_5,SPO_F-FI00301_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,4.6024421000,µg/m3,2022-01-03 15:00:00 +01:00,2022-01-03 16:00:00 +01:00,1,3
FI,FI.FMI.AQ,NET-FI006A,STA-FI00301,FI00301,SPO-FI00301_00005_100,SPP-FI_A_1440_22_5,SPO_F-FI00301_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,4.0901037000,µg/m3,2022-01-03 16:00:00 +01:00,2022-01-03 17:00:00 +01:00,1,3
FI,FI.FMI.AQ,NET-FI006A,STA-FI00301,FI00301,SPO-FI00301_00005_100,SPP-FI_A_1440_22_5,SPO_F-FI00301_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,4.9803497000,µg/m3,2022-01-03 17:00:00 +01:00,2022-01-03 18:00:00 +01:00,1,3
FI,FI.FMI.AQ,NET-FI006A,STA-FI00301,FI00301,SPO-FI00301_00005_100,SPP-FI_A_1440_22_5,SPO_F-FI00301_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,5.2362498000,µg/m3,2022-01-03 18:00:00 +01:00,2022-01-03 19:00:00 +01:00,1,3
FI,FI.FMI.AQ,NET-FI006A,STA-FI00301,FI00301,SPO-FI00301_00005_100,SPP-FI_A_1440_22_5,SPO_F-FI00301_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,4.0100313000,µg/m3,2022-01-03 19:00:00 +01:00,2022-01-03 20:00:00 +01:00,1,3
